inst,actual,predicted,error,,
965,0,0.472,0.472,,
966,0,0.472,0.472,,
967,1,0.471,-0.529,,
968,1,0.478,-0.522,,
969,1,0.477,-0.523,,
970,1,0.488,-0.512,,
971,1,0.487,-0.513,,
972,0,0.467,0.467,,
973,1,0.481,-0.519,,
974,0,0.466,0.466,,
975,1,0.479,-0.521,,
976,0,0.482,0.482,,
977,0,0.49,0.49,,
978,0,0.478,0.478,,
979,1,0.479,-0.521,,
980,0,0.469,0.469,,
981,0,0.494,0.494,,
982,0,0.495,0.495,,
983,0,0.464,0.464,,
984,0,0.473,0.473,,
985,0,0.488,0.488,,
986,0,0.482,0.482,,
987,0,0.473,0.473,,
988,0,0.495,0.495,,
989,0,0.494,0.494,,
990,0,0.492,0.492,,
991,0,0.492,0.492,,
992,1,0.478,-0.522,,
993,0,0.489,0.489,,
994,0,0.493,0.493,,
995,1,0.482,-0.518,,
996,1,0.473,-0.527,,
997,0,0.476,0.476,,
998,0,0.464,0.464,,
999,1,0.486,-0.514,,
1000,0,0.477,0.477,,
1001,0,0.495,0.495,,
1002,1,0.473,-0.527,,
1003,0,0.489,0.489,,
1004,0,0.496,0.496,,
1005,1,0.49,-0.51,,
1006,1,0.476,-0.524,,
1007,1,0.477,-0.523,,
1008,1,0.472,-0.528,,
1009,0,0.495,0.495,,
1010,1,0.481,-0.519,,
1011,0,0.483,0.483,,
1012,1,0.48,-0.52,,
1013,0,0.483,0.483,,
1014,0,0.487,0.487,,
1015,1,0.469,-0.531,,
1016,0,0.492,0.492,,
1017,1,0.485,-0.515,,
1018,0,0.465,0.465,,
1019,0,0.467,0.467,,
1020,0,0.464,0.464,,
1021,0,0.477,0.477,,
1022,0,0.493,0.493,,
1023,1,0.476,-0.524,,
1024,0,0.491,0.491,,
1025,1,0.486,-0.514,,
1026,1,0.489,-0.511,,
1027,0,0.493,0.493,,
1028,1,0.484,-0.516,,
1029,1,0.49,-0.51,,
1030,0,0.467,0.467,,
1031,0,0.481,0.481,,
1032,1,0.488,-0.512,,
1033,1,0.486,-0.514,,
1034,1,0.476,-0.524,,
1035,0,0.471,0.471,,
1036,1,0.491,-0.509,,
1037,0,0.483,0.483,,
1038,0,0.466,0.466,,
1039,1,0.483,-0.517,,
1040,0,0.492,0.492,,
1041,0,0.466,0.466,,
1042,0,0.485,0.485,,
1043,0,0.477,0.477,,
1044,0,0.485,0.485,,
1045,1,0.489,-0.511,,
1046,0,0.495,0.495,,
1047,1,0.469,-0.531,,
1048,1,0.467,-0.533,,
1049,1,0.47,-0.53,,
1050,0,0.496,0.496,,
1051,0,0.466,0.466,,
1052,0,0.491,0.491,,
1053,0,0.489,0.489,,
1054,0,0.491,0.491,,
1055,0,0.464,0.464,,
1056,0,0.478,0.478,,
1057,1,0.487,-0.513,,
1058,0,0.466,0.466,,
1059,0,0.494,0.494,,
1060,0,0.464,0.464,,
1061,0,0.489,0.489,,
1062,1,0.49,-0.51,,
1063,1,0.482,-0.518,,
1064,1,0.488,-0.512,,
1065,0,0.468,0.468,,
1066,0,0.496,0.496,,
1067,1,0.484,-0.516,,
1068,0,0.47,0.47,,
1069,0,0.466,0.466,,
1070,1,0.49,-0.51,,
1071,0,0.492,0.492,,
1072,0,0.463,0.463,,
1073,0,0.475,0.475,,
1074,1,0.492,-0.508,,
1075,0,0.492,0.492,,
1076,0,0.467,0.467,,
1077,1,0.493,-0.507,,
1078,1,0.478,-0.522,,
1079,0,0.471,0.471,,
1080,0,0.495,0.495,,
1081,1,0.489,-0.511,,
1082,1,0.491,-0.509,,
1083,0,0.466,0.466,,
1084,0,0.466,0.466,,
1085,0,0.487,0.487,,
1086,0,0.476,0.476,,
1087,1,0.47,-0.53,,
1088,0,0.488,0.488,,
1089,0,0.465,0.465,,
1090,0,0.496,0.496,,
1091,0,0.464,0.464,,
1092,1,0.486,-0.514,,
1093,0,0.496,0.496,,
1094,0,0.489,0.489,,
1095,0,0.494,0.494,,
1096,1,0.488,-0.512,,
1097,1,0.492,-0.508,,
1098,0,0.466,0.466,,
1099,0,0.466,0.466,,
1100,1,0.468,-0.532,,
1101,0,0.463,0.463,,
1102,1,0.484,-0.516,,
1103,0,0.471,0.471,,
1104,0,0.473,0.473,,
1105,1,0.473,-0.527,,
1106,0,0.466,0.466,,
1107,0,0.475,0.475,,
1108,0,0.495,0.495,,
1109,1,0.486,-0.514,,
1110,1,0.482,-0.518,,
1111,0,0.464,0.464,,
1112,1,0.48,-0.52,,
1113,1,0.467,-0.533,,
1114,0,0.486,0.486,,
1115,1,0.476,-0.524,,
1116,1,0.483,-0.517,,
1117,0,0.463,0.463,,
1118,1,0.471,-0.529,,
1119,0,0.475,0.475,,
1120,1,0.488,-0.512,,
1121,0,0.489,0.489,,
1122,1,0.482,-0.518,,
1123,1,0.478,-0.522,,
1124,1,0.487,-0.513,,
1125,1,0.49,-0.51,,
1126,0,0.491,0.491,,
1127,0,0.466,0.466,,
1128,0,0.484,0.484,,
1129,0,0.495,0.495,,
1130,0,0.48,0.48,,
1131,1,0.487,-0.513,,
1132,0,0.494,0.494,,
1133,0,0.465,0.465,,
1134,1,0.491,-0.509,,
1135,0,0.483,0.483,,
1136,1,0.487,-0.513,,
1137,0,0.481,0.481,,
1138,1,0.477,-0.523,,
1139,1,0.474,-0.526,,
1140,0,0.472,0.472,,
1141,1,0.484,-0.516,,
1142,0,0.469,0.469,,
1143,0,0.494,0.494,,
1144,1,0.491,-0.509,,
1145,0,0.483,0.483,,
1146,1,0.487,-0.513,,
1147,0,0.464,0.464,,
1148,1,0.48,-0.52,,
1149,0,0.465,0.465,,
1150,0,0.471,0.471,,
1151,0,0.496,0.496,,
1152,1,0.491,-0.509,,
1153,0,0.466,0.466,,
1154,0,0.493,0.493,,
1155,1,0.488,-0.512,,
1156,0,0.466,0.466,,
1157,1,0.48,-0.52,,
1158,1,0.49,-0.51,,
1159,1,0.471,-0.529,,
1160,1,0.477,-0.523,,
1161,0,0.495,0.495,,
1162,0,0.483,0.483,,
1163,0,0.478,0.478,,
1164,1,0.472,-0.528,,
1165,1,0.47,-0.53,,
1166,1,0.471,-0.529,,
1167,1,0.478,-0.522,,
1168,0,0.484,0.484,,
1169,1,0.478,-0.522,,
1170,1,0.473,-0.527,,
1171,0,0.494,0.494,,
1172,0,0.49,0.49,,
1173,0,0.472,0.472,,
1174,1,0.475,-0.525,,
1175,1,0.469,-0.531,,
1176,1,0.467,-0.533,,
1177,1,0.49,-0.51,,
1178,0,0.478,0.478,,
1179,1,0.486,-0.514,,
1180,0,0.466,0.466,,
1181,1,0.489,-0.511,,
1182,1,0.479,-0.521,,
1183,1,0.492,-0.508,,
1184,0,0.48,0.48,,
1185,1,0.487,-0.513,,
1186,1,0.481,-0.519,,
1187,1,0.48,-0.52,,
1188,0,0.477,0.477,,
1189,0,0.468,0.468,,
1190,1,0.468,-0.532,,
1191,1,0.47,-0.53,,
1192,1,0.475,-0.525,,
1193,1,0.484,-0.516,,
1194,0,0.467,0.467,,
1195,0,0.463,0.463,,
1196,1,0.47,-0.53,,
1197,0,0.486,0.486,,
1198,1,0.468,-0.532,,
1199,1,0.483,-0.517,,
1200,0,0.494,0.494,,
1201,0,0.47,0.47,,
1202,1,0.473,-0.527,,
1203,0,0.49,0.49,,
1204,1,0.468,-0.532,,
1205,1,0.484,-0.516,,
1206,1,0.473,-0.527,,
1207,0,0.494,0.494,,
1208,0,0.468,0.468,,
1209,1,0.468,-0.532,,
1210,1,0.488,-0.512,,
1211,0,0.464,0.464,,
1212,0,0.466,0.466,,
1213,0,0.491,0.491,,
1214,0,0.496,0.496,,
1215,1,0.478,-0.522,,
1216,0,0.494,0.494,,
1217,1,0.467,-0.533,,
1218,0,0.494,0.494,,
1219,1,0.473,-0.527,,
1220,1,0.484,-0.516,,
1221,0,0.466,0.466,,
1222,0,0.463,0.463,,
1223,1,0.474,-0.526,,
1224,1,0.474,-0.526,,
1225,1,0.484,-0.516,,
1226,1,0.483,-0.517,,
1227,0,0.495,0.495,,
1228,0,0.489,0.489,,
1229,0,0.464,0.464,,
1230,0,0.468,0.468,,
1231,0,0.467,0.467,,
1232,0,0.467,0.467,,
1233,0,0.494,0.494,,
1234,1,0.468,-0.532,,
1235,1,0.474,-0.526,,
1236,0,0.476,0.476,,
1237,0,0.492,0.492,,
1238,1,0.473,-0.527,,
1239,0,0.489,0.489,,
1240,1,0.475,-0.525,,
1241,0,0.481,0.481,,
1242,0,0.48,0.48,,
1243,1,0.489,-0.511,,
1244,0,0.496,0.496,,
1245,0,0.476,0.476,,
1246,1,0.471,-0.529,,
1247,0,0.463,0.463,,
1248,0,0.474,0.474,,
1249,1,0.485,-0.515,,
1250,0,0.478,0.478,,
1251,1,0.466,-0.534,,
1252,0,0.465,0.465,,
1253,1,0.485,-0.515,,
1254,1,0.478,-0.522,,
1255,1,0.472,-0.528,,
1256,0,0.494,0.494,,
1257,0,0.463,0.463,,
1258,0,0.496,0.496,,
1259,1,0.471,-0.529,,
1260,1,0.488,-0.512,,
1261,0,0.489,0.489,,
1262,1,0.49,-0.51,,
1263,0,0.465,0.465,,
1264,0,0.472,0.472,,
1265,1,0.485,-0.515,,
1266,0,0.496,0.496,,
1267,0,0.47,0.47,,
1268,0,0.493,0.493,,
1269,0,0.471,0.471,,
1270,0,0.496,0.496,,
1271,0,0.488,0.488,,
1272,0,0.463,0.463,,
1273,1,0.485,-0.515,,
1274,0,0.49,0.49,,
1275,0,0.494,0.494,,
1276,0,0.483,0.483,,
1277,1,0.49,-0.51,,
1278,0,0.481,0.481,,
1279,0,0.485,0.485,,
1280,1,0.485,-0.515,,
1281,1,0.469,-0.531,,
1282,0,0.489,0.489,,
1283,0,0.465,0.465,,
1284,0,0.478,0.478,,
1285,0,0.492,0.492,,
1286,1,0.483,-0.517,,
1287,0,0.468,0.468,,
1288,0,0.493,0.493,,
1289,0,0.495,0.495,,
1290,1,0.478,-0.522,,
1291,0,0.496,0.496,,
1292,1,0.484,-0.516,,
1293,1,0.487,-0.513,,
1294,0,0.49,0.49,,
1295,1,0.48,-0.52,,
1296,1,0.491,-0.509,,
1297,0,0.494,0.494,,
1298,0,0.472,0.472,,
1299,1,0.476,-0.524,,
1300,0,0.484,0.484,,
1301,1,0.492,-0.508,,
1302,1,0.467,-0.533,,
1303,1,0.468,-0.532,,
1304,0,0.489,0.489,,
1305,1,0.487,-0.513,,
1306,0,0.481,0.481,,
1307,1,0.472,-0.528,,
1308,0,0.463,0.463,,
1309,0,0.484,0.484,,
1310,0,0.467,0.467,,
1311,1,0.487,-0.513,,
1312,1,0.476,-0.524,,
1313,0,0.495,0.495,,
1314,1,0.476,-0.524,,
1315,1,0.472,-0.528,,
1316,0,0.472,0.472,,
1317,1,0.475,-0.525,,
1318,1,0.473,-0.527,,
1319,0,0.473,0.473,,
1320,0,0.485,0.485,,
1321,0,0.475,0.475,,
1322,0,0.465,0.465,,
1323,1,0.485,-0.515,,
1324,1,0.492,-0.508,,
1325,0,0.463,0.463,,
1326,1,0.487,-0.513,,
1327,0,0.466,0.466,,
1328,1,0.471,-0.529,,
1329,1,0.481,-0.519,,
1330,0,0.492,0.492,,
1331,1,0.489,-0.511,,
1332,0,0.465,0.465,,
1333,0,0.488,0.488,,
1334,1,0.489,-0.511,,
1335,0,0.493,0.493,,
1336,0,0.48,0.48,,
1337,1,0.475,-0.525,,
1338,1,0.492,-0.508,,
1339,0,0.491,0.491,,
1340,0,0.47,0.47,,
1341,0,0.496,0.496,,
1342,1,0.483,-0.517,,
1343,1,0.484,-0.516,,
1344,0,0.494,0.494,,
1345,1,0.49,-0.51,,
1346,1,0.484,-0.516,,
1347,1,0.468,-0.532,,
1348,0,0.486,0.486,,
1349,1,0.477,-0.523,,
1350,1,0.469,-0.531,,
1351,0,0.469,0.469,,
1352,0,0.471,0.471,,
1353,0,0.49,0.49,,
1354,1,0.479,-0.521,,
1355,0,0.469,0.469,,
1356,1,0.467,-0.533,,
1357,1,0.487,-0.513,,
1358,0,0.495,0.495,,
1359,0,0.471,0.471,,
1360,0,0.466,0.466,,
1361,1,0.475,-0.525,,
1362,0,0.463,0.463,,
1363,0,0.496,0.496,,
1364,1,0.472,-0.528,,
1365,0,0.489,0.489,,
1366,0,0.492,0.492,,
1367,1,0.483,-0.517,,
1368,1,0.488,-0.512,,
1369,1,0.485,-0.515,,
1370,0,0.495,0.495,,
1371,0,0.47,0.47,,
1372,1,0.491,-0.509,,
1373,1,0.47,-0.53,,
1374,0,0.496,0.496,,
1375,0,0.488,0.488,,
1376,1,0.475,-0.525,,
1377,1,0.489,-0.511,,
1378,0,0.496,0.496,,
1379,0,0.493,0.493,,
1380,1,0.476,-0.524,,
1381,1,0.489,-0.511,,
1382,0,0.478,0.478,,
1383,0,0.491,0.491,,
1384,0,0.493,0.493,,
1385,1,0.471,-0.529,,
1386,1,0.489,-0.511,,
1387,0,0.488,0.488,,
1388,0,0.464,0.464,,
1389,0,0.463,0.463,,
1390,0,0.478,0.478,,
1391,0,0.495,0.495,,
1392,1,0.486,-0.514,,
1393,1,0.472,-0.528,,
1394,1,0.491,-0.509,,
1395,0,0.465,0.465,,
1396,1,0.484,-0.516,,
1397,1,0.473,-0.527,,
1398,1,0.489,-0.511,,
1399,1,0.469,-0.531,,
1400,0,0.487,0.487,,
1401,0,0.464,0.464,,
1402,0,0.467,0.467,,
1403,0,0.467,0.467,,
1404,0,0.495,0.495,,
1405,0,0.495,0.495,,
1406,1,0.487,-0.513,,
1407,0,0.468,0.468,,
1408,1,0.48,-0.52,,
1409,0,0.494,0.494,,
1410,1,0.476,-0.524,,
1411,1,0.48,-0.52,,
1412,0,0.464,0.464,,
1413,0,0.476,0.476,,
1414,1,0.488,-0.512,,
1415,1,0.471,-0.529,,
1416,0,0.492,0.492,,
1417,0,0.48,0.48,,
1418,0,0.469,0.469,,
1419,0,0.478,0.478,,
1420,1,0.48,-0.52,,
1421,1,0.477,-0.523,,
1422,1,0.476,-0.524,,
1423,1,0.478,-0.522,,
1424,1,0.485,-0.515,,
1425,1,0.491,-0.509,,
1426,0,0.496,0.496,,
1427,1,0.467,-0.533,,
1428,0,0.467,0.467,,
1429,0,0.465,0.465,,
1430,1,0.484,-0.516,,
1431,0,0.481,0.481,,
1432,1,0.483,-0.517,,
1433,0,0.466,0.466,,
1434,0,0.495,0.495,,
1435,0,0.491,0.491,,
1436,1,0.473,-0.527,,
1437,0,0.466,0.466,,
1438,1,0.475,-0.525,,
1439,1,0.485,-0.515,,
1440,0,0.466,0.466,,
1441,0,0.465,0.465,,
1442,0,0.497,0.497,,
1443,0,0.493,0.493,,
1444,0,0.489,0.489,,
1445,1,0.476,-0.524,,
1446,0,0.466,0.466,,
1447,1,0.475,-0.525,,
1448,0,0.465,0.465,,
1449,0,0.477,0.477,,
1450,0,0.481,0.481,,
1451,1,0.484,-0.516,,
1452,1,0.489,-0.511,,
1453,0,0.475,0.475,,
1454,0,0.463,0.463,,
1455,0,0.482,0.482,,
1456,1,0.478,-0.522,,
1457,0,0.483,0.483,,
1458,1,0.472,-0.528,,
1459,1,0.484,-0.516,,
1460,1,0.487,-0.513,,
1461,1,0.476,-0.524,,
1462,0,0.48,0.48,,
1463,0,0.476,0.476,,
1464,0,0.478,0.478,,
1465,1,0.489,-0.511,,
1466,0,0.496,0.496,,
1467,1,0.471,-0.529,,
1468,1,0.489,-0.511,,
1469,1,0.483,-0.517,,
1470,0,0.495,0.495,,
1471,1,0.483,-0.517,,
1472,0,0.475,0.475,,
1473,0,0.475,0.475,,
1474,1,0.468,-0.532,,
1475,0,0.464,0.464,,
1476,0,0.492,0.492,,
1477,0,0.466,0.466,,
1478,1,0.49,-0.51,,
1479,0,0.463,0.463,,
1480,0,0.475,0.475,,
1481,0,0.487,0.487,,
1482,1,0.473,-0.527,,
1483,1,0.489,-0.511,,
1484,0,0.496,0.496,,
1485,0,0.485,0.485,,
1486,1,0.482,-0.518,,
1487,0,0.494,0.494,,
1488,0,0.466,0.466,,
1489,1,0.472,-0.528,,
1490,0,0.467,0.467,,
1491,1,0.48,-0.52,,
1492,1,0.467,-0.533,,
1493,0,0.486,0.486,,
1494,1,0.488,-0.512,,
1495,1,0.487,-0.513,,
1496,1,0.481,-0.519,,
1497,1,0.491,-0.509,,
1498,1,0.485,-0.515,,
1499,0,0.496,0.496,,
1500,0,0.488,0.488,,
1501,1,0.486,-0.514,,
1502,0,0.464,0.464,,
1503,0,0.465,0.465,,
1504,0,0.463,0.463,,
1505,0,0.466,0.466,,
1506,0,0.464,0.464,,
1507,0,0.468,0.468,,
1508,1,0.485,-0.515,,
1509,0,0.464,0.464,,
1510,1,0.487,-0.513,,
1511,1,0.473,-0.527,,
1512,0,0.494,0.494,,
1513,0,0.471,0.471,,
1514,0,0.467,0.467,,
1515,1,0.475,-0.525,,
1516,0,0.485,0.485,,
1517,0,0.482,0.482,,
1518,1,0.473,-0.527,,
1519,1,0.476,-0.524,,
1520,0,0.493,0.493,,
1521,1,0.474,-0.526,,
1522,0,0.466,0.466,,
1523,0,0.479,0.479,,
1524,1,0.479,-0.521,,
1525,0,0.479,0.479,,
1526,1,0.485,-0.515,,
1527,1,0.484,-0.516,,
1528,0,0.489,0.489,,
1529,1,0.484,-0.516,,
1530,0,0.489,0.489,,
1531,0,0.482,0.482,,
1532,0,0.489,0.489,,
1533,1,0.482,-0.518,,
1534,0,0.466,0.466,,
1535,0,0.495,0.495,,
1536,0,0.476,0.476,,
1537,0,0.491,0.491,,
1538,0,0.495,0.495,,
1539,1,0.473,-0.527,,
1540,0,0.468,0.468,,
1541,1,0.475,-0.525,,
1542,1,0.488,-0.512,,
1543,1,0.483,-0.517,,
1544,1,0.488,-0.512,,
1545,0,0.493,0.493,,
1546,1,0.484,-0.516,,
1547,0,0.487,0.487,,
1548,1,0.492,-0.508,,
1549,1,0.489,-0.511,,
1550,0,0.474,0.474,,
1551,0,0.493,0.493,,
1552,1,0.468,-0.532,,
1553,1,0.477,-0.523,,
1554,0,0.467,0.467,,
1555,0,0.469,0.469,,
1556,1,0.485,-0.515,,
1557,0,0.479,0.479,,
1558,0,0.483,0.483,,
1559,0,0.495,0.495,,
1560,0,0.482,0.482,,
1561,0,0.464,0.464,,
1562,0,0.472,0.472,,
1563,1,0.48,-0.52,,
1564,0,0.481,0.481,,
1565,0,0.47,0.47,,
1566,1,0.477,-0.523,,
1567,1,0.488,-0.512,,
1568,1,0.484,-0.516,,
1569,1,0.471,-0.529,,
1570,0,0.47,0.47,,
1571,1,0.472,-0.528,,
1572,1,0.481,-0.519,,
1573,0,0.495,0.495,,
1574,0,0.483,0.483,,
1575,1,0.478,-0.522,,
1576,1,0.484,-0.516,,
1577,0,0.482,0.482,,
1578,1,0.474,-0.526,,
1579,1,0.489,-0.511,,
1580,1,0.475,-0.525,,
1581,0,0.465,0.465,,
1582,0,0.492,0.492,,
1583,1,0.485,-0.515,,
1584,1,0.486,-0.514,,
1585,1,0.475,-0.525,,
1586,1,0.47,-0.53,,
1587,0,0.474,0.474,,
1588,1,0.488,-0.512,,
1589,1,0.482,-0.518,,
1590,0,0.494,0.494,,
1591,0,0.47,0.47,,
1592,1,0.48,-0.52,,
1593,0,0.492,0.492,,
1594,0,0.465,0.465,,
1595,0,0.47,0.47,,
1596,0,0.467,0.467,,
1597,1,0.481,-0.519,,
1598,0,0.493,0.493,,
1599,0,0.494,0.494,,
1600,0,0.496,0.496,,
1601,0,0.494,0.494,,
1602,1,0.48,-0.52,,
1603,0,0.471,0.471,,
1604,0,0.483,0.483,,
1605,0,0.494,0.494,,
1606,1,0.478,-0.522,,
1607,1,0.467,-0.533,,
1608,0,0.493,0.493,,
1609,1,0.479,-0.521,,
1610,0,0.481,0.481,,
1611,0,0.465,0.465,,
1612,1,0.485,-0.515,,
1613,1,0.488,-0.512,,
1614,1,0.493,-0.507,,
1615,1,0.492,-0.508,,
1616,0,0.465,0.465,,
1617,0,0.48,0.48,,
1618,1,0.487,-0.513,,
1619,0,0.467,0.467,,
1620,0,0.47,0.47,,
1621,1,0.492,-0.508,,
1622,1,0.485,-0.515,,
1623,0,0.463,0.463,,
1624,0,0.467,0.467,,
1625,0,0.474,0.474,,
1626,0,0.469,0.469,,
1627,0,0.478,0.478,,
1628,1,0.492,-0.508,,
1629,1,0.49,-0.51,,
1630,0,0.478,0.478,,
1631,0,0.488,0.488,,
1632,0,0.468,0.468,,
1633,1,0.468,-0.532,,
1634,0,0.48,0.48,,
1635,1,0.485,-0.515,,
1636,1,0.468,-0.532,,
1637,0,0.476,0.476,,
1638,0,0.491,0.491,,
1639,1,0.478,-0.522,,
1640,1,0.468,-0.532,,
1641,1,0.468,-0.532,,
1642,1,0.474,-0.526,,
1643,1,0.475,-0.525,,
1644,1,0.49,-0.51,,
1645,0,0.482,0.482,,
1646,0,0.466,0.466,,
1647,0,0.467,0.467,,
1648,0,0.494,0.494,,
1649,1,0.487,-0.513,,
1650,0,0.471,0.471,,
1651,1,0.472,-0.528,,
1652,0,0.482,0.482,,
1653,0,0.485,0.485,,
1654,0,0.47,0.47,,
1655,0,0.48,0.48,,
1656,1,0.479,-0.521,,
1657,0,0.48,0.48,,
1658,0,0.492,0.492,,
1659,0,0.464,0.464,,
1660,0,0.494,0.494,,
1661,1,0.49,-0.51,,
1662,0,0.487,0.487,,
1663,0,0.491,0.491,,
1664,0,0.494,0.494,,
1665,0,0.467,0.467,,
1666,0,0.473,0.473,,
1667,0,0.463,0.463,,
1668,0,0.496,0.496,,
1669,1,0.473,-0.527,,
1670,0,0.494,0.494,,
1671,0,0.493,0.493,,
1672,0,0.495,0.495,,
1673,1,0.477,-0.523,,
1674,0,0.486,0.486,,
1675,0,0.478,0.478,,
1676,1,0.481,-0.519,,
1677,0,0.466,0.466,,
1678,0,0.48,0.48,,
1679,1,0.467,-0.533,,
1680,1,0.483,-0.517,,
1681,0,0.488,0.488,,
1682,1,0.486,-0.514,,
1683,1,0.474,-0.526,,
1684,0,0.464,0.464,,
1685,0,0.469,0.469,,
1686,1,0.487,-0.513,,
1687,1,0.473,-0.527,,
1688,1,0.474,-0.526,,
1689,1,0.473,-0.527,,
1690,0,0.496,0.496,,
1691,1,0.484,-0.516,,
1692,0,0.465,0.465,,
1693,0,0.466,0.466,,
1694,1,0.475,-0.525,,
1695,0,0.494,0.494,,
1696,0,0.467,0.467,,
1697,1,0.471,-0.529,,
1698,0,0.463,0.463,,
1699,0,0.492,0.492,,
1700,0,0.466,0.466,,
1701,1,0.476,-0.524,,
1702,0,0.466,0.466,,
1703,1,0.477,-0.523,,
1704,1,0.489,-0.511,,
1705,1,0.476,-0.524,,
1706,0,0.469,0.469,,
1707,0,0.494,0.494,,
1708,1,0.488,-0.512,,
1709,1,0.475,-0.525,,
1710,0,0.492,0.492,,
1711,1,0.476,-0.524,,
1712,0,0.465,0.465,,
1713,0,0.467,0.467,,
1714,0,0.487,0.487,,
1715,0,0.478,0.478,,
1716,0,0.466,0.466,,
1717,1,0.475,-0.525,,
1718,0,0.469,0.469,,
1719,1,0.48,-0.52,,
1720,1,0.491,-0.509,,
1721,0,0.493,0.493,,
1722,1,0.473,-0.527,,
1723,1,0.487,-0.513,,
1724,1,0.477,-0.523,,
1725,1,0.469,-0.531,,
1726,1,0.487,-0.513,,
1727,0,0.495,0.495,,
1728,0,0.47,0.47,,
1729,0,0.49,0.49,,
1730,0,0.492,0.492,,
1731,1,0.479,-0.521,,
1732,1,0.483,-0.517,,
1733,1,0.485,-0.515,,
1734,1,0.471,-0.529,,
1735,0,0.468,0.468,,
1736,0,0.492,0.492,,
1737,0,0.464,0.464,,
1738,0,0.477,0.477,,
1739,1,0.476,-0.524,,
1740,0,0.492,0.492,,
1741,1,0.467,-0.533,,
1742,0,0.478,0.478,,
1743,0,0.467,0.467,,
1744,0,0.494,0.494,,
1745,1,0.491,-0.509,,
1746,1,0.481,-0.519,,
1747,1,0.484,-0.516,,
1748,0,0.469,0.469,,
1749,0,0.466,0.466,,
1750,1,0.468,-0.532,,
1751,0,0.479,0.479,,
1752,1,0.479,-0.521,,
1753,1,0.469,-0.531,,
1754,0,0.468,0.468,,
1755,1,0.486,-0.514,,
1756,1,0.491,-0.509,,
1757,0,0.487,0.487,,
1758,0,0.496,0.496,,
1759,0,0.484,0.484,,
1760,1,0.487,-0.513,,
1761,0,0.472,0.472,,
1762,0,0.464,0.464,,
1763,1,0.48,-0.52,,
1764,0,0.493,0.493,,
1765,1,0.479,-0.521,,
1766,0,0.496,0.496,,
1767,0,0.465,0.465,,
1768,0,0.47,0.47,,
1769,0,0.467,0.467,,
1770,1,0.472,-0.528,,
1771,1,0.479,-0.521,,
1772,1,0.489,-0.511,,
1773,1,0.477,-0.523,,
1774,1,0.477,-0.523,,
1775,1,0.471,-0.529,,
1776,1,0.484,-0.516,,
1777,0,0.465,0.465,,
1778,0,0.466,0.466,,
1779,0,0.482,0.482,,
1780,1,0.485,-0.515,,
1781,1,0.48,-0.52,,
1782,1,0.48,-0.52,,
1783,0,0.474,0.474,,
1784,0,0.48,0.48,,
1785,0,0.495,0.495,,
1786,1,0.476,-0.524,,
1787,0,0.493,0.493,,
1788,0,0.497,0.497,,
1789,0,0.472,0.472,,
1790,1,0.468,-0.532,,
1791,1,0.472,-0.528,,
1792,0,0.465,0.465,,
1793,0,0.467,0.467,,
1794,1,0.484,-0.516,,
1795,1,0.486,-0.514,,
1796,0,0.496,0.496,,
1797,0,0.463,0.463,,
1798,1,0.47,-0.53,,
1799,1,0.471,-0.529,,
1800,1,0.483,-0.517,,
1801,0,0.486,0.486,,
1802,0,0.472,0.472,,
1803,1,0.489,-0.511,,
1804,1,0.47,-0.53,,
1805,0,0.493,0.493,,
1806,1,0.476,-0.524,,
1807,0,0.494,0.494,,
1808,1,0.479,-0.521,,
1809,1,0.474,-0.526,,
1810,0,0.475,0.475,,
1811,1,0.47,-0.53,,
1812,0,0.495,0.495,,
1813,1,0.485,-0.515,,
1814,0,0.47,0.47,,
1815,0,0.486,0.486,,
1816,0,0.469,0.469,,
1817,1,0.476,-0.524,,
1818,1,0.484,-0.516,,
1819,0,0.469,0.469,,
1820,1,0.475,-0.525,,
1821,1,0.471,-0.529,,
1822,0,0.489,0.489,,
1823,0,0.496,0.496,,
1824,0,0.495,0.495,,
1825,0,0.473,0.473,,
1826,1,0.482,-0.518,,
1827,0,0.487,0.487,,
1828,0,0.468,0.468,,
1829,1,0.478,-0.522,,
1830,1,0.492,-0.508,,
1831,0,0.481,0.481,,
1832,0,0.48,0.48,,
1833,0,0.48,0.48,,
1834,0,0.495,0.495,,
1835,0,0.495,0.495,,
1836,0,0.469,0.469,,
1837,0,0.494,0.494,,
1838,0,0.49,0.49,,
1839,0,0.465,0.465,,
1840,0,0.493,0.493,,
1841,0,0.493,0.493,,
1842,0,0.494,0.494,,
1843,1,0.471,-0.529,,
1844,0,0.464,0.464,,
1845,1,0.48,-0.52,,
1846,1,0.478,-0.522,,
1847,1,0.481,-0.519,,
1848,1,0.466,-0.534,,
1849,1,0.477,-0.523,,
1850,0,0.477,0.477,,
1851,0,0.487,0.487,,
1852,0,0.466,0.466,,
1853,0,0.491,0.491,,
1854,0,0.468,0.468,,
1855,1,0.483,-0.517,,
1856,1,0.488,-0.512,,
1857,0,0.469,0.469,,
1858,0,0.464,0.464,,
1859,1,0.468,-0.532,,
1860,0,0.463,0.463,,
1861,1,0.475,-0.525,,
1862,0,0.496,0.496,,
1863,0,0.483,0.483,,
1864,1,0.468,-0.532,,
1865,0,0.465,0.465,,
1866,0,0.473,0.473,,
1867,1,0.47,-0.53,,
1868,1,0.484,-0.516,,
1869,1,0.481,-0.519,,
1870,1,0.482,-0.518,,
1871,1,0.485,-0.515,,
